species,nrmse,pearson,ssim,localization_error_um,fitted_scale,method
A2E_like,0.1926953147166831,0.7144170602839476,0.4035030393074351,5.654030139533752,0.960942273993922,FE calibrated NNLS
FAD_like,0.13355745018740744,0.8585636655464187,0.4391739503357723,6.694277308057905,0.9832687786599922,FE calibrated NNLS
A2E_like,0.9848491557467633,0.8641493519928415,0.6755903303314262,4.026314952922148,0.010483698865593702,FE blind regularized NNMF
FAD_like,0.9789569110670531,0.9367541548243502,0.6239555798063089,3.3408223517303357,0.030504682351224645,FE blind regularized NNMF
A2E_like,0.9929873985728452,0.16541004284038402,0.061921912968296626,14.551467502305922,0.012708416818796841,Emission-filtered calibrated NNLS
FAD_like,0.9835308923106695,0.3064797825633925,0.0947949928769716,18.899751361845865,0.03888828362087776,Emission-filtered calibrated NNLS
