species,nrmse,pearson,ssim,localization_error_um,fitted_scale,method
A2E_like,0.19269531471668308,0.7144170602839477,0.403503039307432,5.654030139533755,0.9609422739939222,FE calibrated NNLS
FAD_like,0.13355745018740747,0.8585636655464189,0.43917395033577045,6.694277308057906,0.9832687786599923,FE calibrated NNLS
A2E_like,0.984849155746763,0.8641493519928414,0.6755903303314258,4.026314952922077,0.010483698865593838,FE blind regularized NNMF
FAD_like,0.978956911067053,0.9367541548243518,0.6239555798063087,3.3408223517303086,0.030504682351224353,FE blind regularized NNMF
A2E_like,0.9929873985728452,0.16541004284038432,0.06192191296829597,14.551467502305934,0.012708416818796841,Emission-filtered calibrated NNLS
FAD_like,0.9835308923106696,0.30647978256339303,0.09479499287697117,18.89975136184586,0.03888828362087776,Emission-filtered calibrated NNLS
