species,nrmse,pearson,ssim,localization_error_um,fitted_scale,method
A2E_like,0.4511325738515006,0.6146211780240126,0.4053714593002428,4.5931970802505715,0.7865678990251922,FE calibrated NNLS
FAD_like,0.15346928378298152,0.9045255201487162,0.7425140477780132,0.7669980045625046,0.9842615832838326,FE calibrated NNLS
A2E_like,0.9790326865317602,0.6238163758447279,0.5268749823164288,2.647667856579607,0.020532520345477426,FE blind regularized NNMF
FAD_like,0.9525284822611927,0.9468881825743581,0.8395765311335854,1.12512186957745,0.0720101033173176,FE blind regularized NNMF
A2E_like,0.997149420098959,0.09805199616764793,0.06839450215938096,8.59710076452715,0.008847369820478125,Emission-filtered calibrated NNLS
FAD_like,0.96762631849983,0.3770405158093385,0.18304285725540925,4.3952067927294864,0.08967437050483985,Emission-filtered calibrated NNLS
